2017-04-11,okkez,fluent/fluentd-website,patch,https://github.com/fluent/fluentd-website/pull/28,
2017-04-11,okkez,fluent/fluentd-website,patch,https://github.com/fluent/fluentd-website/pull/28,
2017-04-12,okkez,ranguba/groonga-client,report,https://github.com/ranguba/groonga-client/issues/12,
2017-04-12,cosmo0920,groonga/fluent-plugin-groonga,patch,https://github.com/groonga/fluent-plugin-groonga/pull/15,
2017-04-17,okkez,cloudfoundry-community/fluent-plugin-nats,patch,https://github.com/cloudfoundry-community/fluent-plugin-nats/pull/8
2017-04-24,okkez,a/b,report,http://example.com/xxx/xxx
